"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,204,189,40.3%,34.3%,2.4%,15.1%,3.2%,4.2%,0.4%
"경기,인천",313,314,40.2%,38.1%,2.4%,13.7%,3.3%,2.3%,0.0%
"대전,세종,충남북",99,107,34.4%,35.8%,5.4%,15.1%,3.3%,1.9%,4.1%
"광주,전남북",98,98,61.4%,12.1%,5.1%,11.9%,2.2%,6.4%,0.9%
"대구,경북",97,98,27.1%,52.9%,1.9%,12.2%,1.9%,1.1%,2.9%
"부산,울산,경남",144,151,27.6%,49.3%,2.2%,11.0%,5.5%,1.5%,3.0%
"강원,제주",46,44,40.1%,37.8%,2.5%,13.2%,4.2%,0.0%,2.2%
,,,,,,,,,
