"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
광주,279,280,59.50%,7.00%,3.70%,5.80%,0.30%,2.90%,15.00%,5.80%
전북,353,354,57.50%,9.40%,6.10%,3.10%,0.50%,2.30%,14.10%,6.90%
전남,368,366,56.50%,10.80%,5.40%,6.30%,0.00%,1.70%,8.90%,10.50%
전체,1000,1000,57.70%,9.20%,5.20%,5.00%,0.30%,2.30%,12.50%,7.90%
