"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,,
전체,505,505,80.70%,8.90%,1.60%,4.80%,1.70%,0.90%,1.40%,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
