"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,757,578,32.9%,41.3%,4.2%,13.6%,0.3%,6.2%,1.5%
"경기,인천",902,960,40.3%,37.4%,2.7%,9.6%,2.3%,5.8%,2.0%
"대전,세종,충남북",310,322,34.5%,46.9%,1.2%,10.6%,1.2%,3.1%,2.5%
강원,88,91,34.1%,38.0%,4.0%,13.9%,3.8%,3.2%,3.0%
"부산,울산,경남",378,461,36.2%,47.2%,1.3%,8.1%,2.6%,3.1%,1.4%
"대구,경북",262,298,24.3%,52.5%,1.3%,9.8%,2.4%,7.3%,2.4%
"광주,전남북",316,298,68.0%,16.8%,1.8%,8.1%,0.6%,3.3%,1.3%
제주,34,39,32.3%,47.0%,0.0%,10.9%,2.5%,2.7%,4.5%
