"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
부산,454,438,31.30%,47.80%,4.60%,6.30%,0.40%,2.60%,5.80%,1.10%
울산,133,142,32.70%,49.70%,1.60%,7.00%,0.70%,1.30%,5.70%,1.30%
경남,413,420,32.90%,46.90%,5.80%,5.70%,0.70%,1.40%,5.30%,1.40%
전체,1000,1000,32.20%,47.60%,4.60%,6.10%,0.60%,1.90%,5.60%,1.30%
