"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,191,191,31.4%,44.6%,2.1%,13.1%,0.5%,5.8%,2.5%
"경기,인천",315,320,40.7%,36.1%,3.5%,7.4%,2.6%,5.8%,3.8%
강원,31,31,35.6%,45.0%,0.0%,6.0%,7.3%,6.2%,0.0%
"대전,세종,충남북",113,107,36.9%,44.2%,3.7%,8.5%,0.7%,3.3%,2.7%
"광주,전남북",100,99,71.0%,8.9%,0.0%,10.0%,0.0%,4.7%,5.3%
"대구,경북",100,99,28.5%,50.5%,3.6%,9.8%,0.8%,5.1%,1.7%
"부산,울산,경남",151,153,28.8%,47.5%,3.5%,8.8%,1.5%,7.2%,2.7%
제주,13,13,30.8%,15.1%,17.8%,26.4%,0.0%,10.0%,0.0%
