"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,197,189,28.80%,32.70%,6.50%,2.50%,1.50%,22.30%,5.70%
"경기,인천",312,315,39.20%,34.60%,3.10%,1.90%,2.20%,16.90%,2.00%
"대전,세종,충남북",112,106,35.70%,32.50%,2.20%,3.30%,5.00%,20.40%,0.80%
"광주,전남북",101,98,69.00%,7.80%,4.70%,0.90%,3.10%,12.40%,2.00%
"대구,경북",92,98,17.20%,52.40%,2.00%,5.30%,3.10%,15.70%,4.40%
"부산,울산,경남",155,150,30.70%,36.20%,1.30%,3.30%,0.70%,22.30%,5.50%
"강원,제주",47,44,16.30%,33.90%,4.50%,13.10%,2.30%,26.00%,4.00%
