"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,204,189,34.9%,39.0%,5.0%,12.5%,0.4%,0.5%,7.6%
"경기,인천",314,317,42.3%,37.8%,4.0%,8.5%,1.5%,0.7%,5.3%
"대전,세종,충남북",105,108,37.3%,46.0%,3.2%,7.1%,2.4%,0.0%,4.0%
"광주,전남북",98,99,68.2%,12.7%,2.7%,9.5%,2.0%,0.0%,4.8%
"대구,경북",102,98,15.6%,69.0%,0.0%,5.8%,0.9%,0.0%,8.7%
"부산,울산,경남",144,152,36.6%,49.6%,2.5%,6.3%,2.2%,0.0%,2.8%
"강원,제주",41,45,41.1%,56.7%,0.0%,0.0%,0.0%,0.0%,2.2%
