"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,211,193,43.4%,48.1%,0.6%,6.0%,0.0%,1.3%,0.5%
"경기,인천",314,319,48.4%,42.0%,1.1%,5.8%,1.2%,1.2%,0.3%
"대전,세종,충남북",109,109,40.2%,52.1%,0.0%,6.9%,0.0%,0.7%,0.0%
"대구,경북",94,99,24.7%,70.0%,0.0%,3.4%,1.8%,0.0%,0.0%
"부산,울산,경남",143,152,40.3%,43.5%,3.0%,8.6%,3.0%,1.0%,0.5%
"광주,전남북",105,98,71.2%,21.0%,4.4%,2.6%,0.7%,0.0%,0.0%
"강원,제주",39,45,51.0%,42.3%,0.0%,6.7%,0.0%,0.0%,0.0%
,,,,,,,,,
