"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,343,338,34.4%,28.9%,5.3%,20.3%,1.4%,3.7%,6.0%
"경기,인천",566,584,41.1%,26.4%,5.3%,17.0%,1.6%,3.5%,5.0%
"대전,세종,충남북",189,183,34.5%,28.7%,2.1%,17.2%,3.2%,6.0%,8.2%
"광주,전남북",162,160,60.0%,16.1%,5.1%,7.1%,0.6%,6.4%,4.7%
"대구,경북",171,161,20.5%,40.9%,5.1%,20.1%,1.6%,6.0%,5.9%
"부산,울산,경남",253,255,30.0%,30.7%,3.9%,23.8%,0.4%,5.3%,6.0%
"강원,제주",68,71,29.4%,29.2%,11.2%,19.5%,1.4%,4.2%,5.0%
