"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,217,189,29.2%,46.8%,4.2%,3.2%,2.0%,4.3%,8.1%,2.3%
"경기,인천",308,315,40.7%,39.3%,2.5%,3.2%,0.4%,2.0%,10.5%,1.4%
"대전,세종,충남북",92,106,41.9%,41.5%,3.5%,4.2%,1.0%,0.0%,5.7%,2.2%
"광주,전남북",97,98,47.3%,30.8%,2.4%,6.6%,0.0%,4.2%,6.2%,2.6%
"대구,경북",94,98,21.0%,60.6%,2.9%,1.2%,0.0%,2.9%,10.3%,1.2%
"부산,울산,경남",148,150,31.9%,45.2%,3.7%,3.4%,2.6%,3.9%,8.5%,0.7%
"강원,제주",51,44,25.9%,55.0%,0.0%,5.1%,2.9%,2.0%,9.1%,0.0%
