"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,196,191,35.8%,44.6%,3.4%,11.6%,1.6%,1.5%,1.4%
"경기,인천",320,318,38.7%,44.7%,1.5%,8.8%,0.7%,4.3%,1.3%
"대전,세종,충남북",105,108,35.3%,48.4%,2.0%,4.9%,2.0%,6.6%,0.9%
"광주,전남북",102,99,69.2%,14.6%,3.0%,6.9%,2.0%,3.2%,1.1%
"대구,경북",98,99,19.5%,63.7%,0.7%,9.5%,4.6%,1.0%,0.9%
"부산,울산,경남",148,153,31.9%,49.9%,2.1%,10.6%,0.0%,3.2%,2.2%
"강원,제주",43,44,39.2%,30.9%,2.3%,5.3%,3.0%,9.1%,10.2%
,,,,,,,,,
,,,,,,,,,
