"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,195,187,30.6%,43.5%,3.3%,12.3%,3.6%,6.2%,0.5%
"경기,인천",322,315,42.0%,34.9%,1.5%,12.6%,2.6%,5.7%,0.7%
"대전,세종,충남북",104,107,30.3%,43.0%,2.8%,17.3%,0.8%,5.8%,0.0%
"광주,전남북",100,101,60.1%,13.6%,4.0%,15.3%,0.0%,7.0%,0.0%
"대구,경북",93,96,22.0%,58.8%,2.5%,9.7%,2.3%,4.0%,0.9%
"부산,울산,경남",144,151,33.2%,45.7%,2.6%,10.5%,2.5%,4.2%,1.3%
"강원,제주",42,43,32.4%,39.7%,2.3%,7.6%,2.3%,15.7%,0.0%
