"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
대전,265,264,30.80%,38.70%,2.60%,17.40%,2.70%,6.70%,1.20%
세종,69,62,40.40%,33.50%,1.60%,5.50%,3.00%,14.40%,1.60%
충북,303,292,33.70%,37.30%,4.10%,11.30%,1.70%,10.10%,1.80%
충남,366,385,30.10%,37.50%,3.70%,10.20%,2.90%,11.50%,4.10%
전체,1003,1003,32.00%,37.50%,3.40%,12.10%,2.50%,10.00%,2.50%
