"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
전주시,368,359,67.90%,10.30%,5.90%,6.80%,2.90%,4.30%,1.90%
"군산시,익산시",236,303,64.10%,12.70%,4.00%,8.80%,2.60%,6.90%,0.80%
"김제시,정읍시,고창군,부안군",177,169,71.00%,9.30%,5.60%,5.50%,3.70%,2.80%,2.10%
"남원시,완주군,진안군,무주군,장수군,임실군,순창군",220,170,78.30%,8.80%,2.90%,2.80%,0.90%,3.40%,2.90%
