"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,214,189,35.5%,44.6%,4.0%,9.1%,0.0%,1.0%,4.5%,1.3%
"경기,인천",308,315,39.2%,36.3%,5.5%,10.7%,0.6%,2.0%,3.5%,2.0%
"대전,세종,충남북",102,108,36.0%,47.7%,2.4%,7.0%,0.9%,0.9%,4.2%,0.9%
"광주,전남북",103,98,48.9%,24.2%,2.4%,10.0%,0.9%,0.0%,7.5%,6.1%
"대구,경북",88,98,26.6%,53.1%,2.1%,11.7%,0.0%,2.4%,4.0%,0.0%
"부산,울산,경남",144,152,30.0%,45.0%,2.9%,7.8%,3.4%,1.4%,9.5%,0.0%
"강원,제주",45,44,33.2%,48.8%,0.0%,11.7%,0.0%,6.3%,0.0%,0.0%
