"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,190,189,26.4%,42.6%,4.6%,7.4%,2.1%,0.0%,12.3%,4.6%
"경기,인천",310,316,38.4%,32.5%,2.3%,7.1%,1.5%,2.3%,9.5%,6.4%
강원,31,30,16.6%,40.3%,10.8%,3.4%,0.0%,0.0%,19.4%,9.4%
"대전,세종,충남북",107,106,34.0%,32.8%,7.0%,7.1%,1.7%,4.8%,7.6%,5.0%
"광주,전남북",97,98,57.1%,12.3%,6.0%,4.0%,1.9%,1.1%,11.4%,6.2%
"대구,경북",100,98,22.2%,45.9%,4.9%,12.5%,0.0%,1.1%,9.5%,3.9%
"부산,울산,경남",153,151,24.1%,38.2%,6.5%,8.7%,0.0%,1.9%,14.9%,5.7%
제주,13,13,24.8%,58.3%,0.0%,9.0%,0.0%,0.0%,0.0%,8.0%
