"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,187,187,34%,32%,4%,16%,0%,9%,5%,
"경기,인천",318,316,40%,24%,3%,12%,1%,15%,6%,
"대전,세종,충남북",107,108,33%,24%,6%,21%,2%,6%,8%,
"광주,전남북",100,99,65%,12%,2%,6%,3%,6%,6%,
"대구,경북",99,97,13%,48%,0%,14%,1%,13%,11%,
"부산,울산,경남",147,151,35%,33%,4%,15%,0%,9%,4%,
"강원,제주",42,42,31%,31%,2%,7%,0%,21%,7%,
,,,,,,,,,,
