"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,193,188,39.0%,45.0%,2.0%,7.0%,4.0%,2.0%,1.0%
"경기,인천",319,316,45.0%,43.0%,3.0%,7.0%,1.0%,1.0%,1.0%
"대전,세종,충남북",107,107,39.0%,46.0%,4.0%,7.0%,1.0%,4.0%,0.0%
"광주,전남북",96,97,63.0%,31.0%,0.0%,4.0%,0.0%,1.0%,1.0%
"대구,경북",96,98,25.0%,60.0%,1.0%,10.0%,2.0%,0.0%,2.0%
"부산,울산,경남",146,150,32.0%,54.0%,1.0%,8.0%,1.0%,3.0%,0.0%
"강원,제주",43,44,44.0%,41.0%,0.0%,5.0%,5.0%,0.0%,6.0%
