"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,222,190,36.1%,27.9%,2.6%,3.6%,1.3%,24.1%,4.5%
"경기,인천",328,317,38.9%,27.7%,4.6%,4.6%,3.2%,15.2%,5.8%
"대전,세종,충남북",105,110,30.6%,33.6%,3.6%,4.9%,6.3%,13.4%,7.5%
"부산,울산,경남",138,152,33.6%,28.2%,2.7%,3.9%,5.9%,18.4%,7.3%
"대구,경북",86,97,22.1%,39.6%,0.9%,1.0%,0.9%,28.3%,7.2%
"광주,전남북",97,101,56.5%,9.6%,8.8%,1.8%,0.0%,19.6%,3.8%
"강원,제주",34,43,34.7%,24.9%,5.8%,13.0%,0.0%,16.7%,5.0%
