"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
대구광역시,475,476,21.70%,38.80%,2.80%,13.90%,0.40%,2.60%,13.30%,6.50%
경상북도,526,525,21.00%,41.00%,2.00%,9.80%,0.40%,3.10%,14.30%,8.40%
전체,1001,1001,21.30%,40%,2.40%,11.80%,0.40%,2.90%,13.80%,7.50%
