"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,193,199,40.50%,40.60%,4.70%,9.60%,1.70%,1.30%,1.70%
"경기,인천",302,335,42.70%,44.20%,3.80%,6.40%,0.90%,1.40%,0.50%
"대전,세종,충남북",129,113,38.70%,43.10%,2.70%,7.20%,4.80%,2.30%,1.30%
"광주,전남북",137,105,70.20%,19.90%,2.20%,3.60%,0.60%,3.10%,0.40%
"대구,경북",108,103,28.70%,63.30%,1.00%,2.60%,2.10%,2.40%,0.00%
"부산,울산,경남",147,161,30.80%,55.30%,1.50%,5.40%,2.80%,1.90%,2.30%
"강원,제주",45,45,53.60%,40.90%,0.00%,3.70%,1.80%,0.00%,0.00%
