"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,204,189,38.40%,43.20%,1.10%,7.70%,2.80%,5.70%,1.00%
"경기,인천",315,314,48.80%,33.60%,3.50%,5.20%,3.90%,3.60%,1.40%
"대전,세종,충남북",109,107,40.60%,44.40%,5.10%,5.10%,1.80%,1.00%,1.90%
"광주,전남북",94,98,56.30%,26.30%,3.20%,3.20%,2.10%,8.90%,0.00%
"대구,경북",97,98,21.50%,61.70%,1.20%,5.10%,3.20%,5.20%,2.00%
"부산,울산,경남",136,150,29.70%,47.60%,2.30%,6.60%,6.40%,5.00%,2.30%
"강원,제주",45,44,32.30%,41.70%,4.40%,4.80%,4.70%,6.90%,5.20%
