"reg_num","house","subregion","start","end","method1","method2","method3","method1_ratio","method2_ratio","method3_ratio","survey_q","resp_rate","url","sample_size","lee","yoon","sim","ahn","etc"
8428,"(주)엠브레인퍼블릭","BUG",2021-11-29,2021-12-01,"cordless interview","0","0",1,0,0,"vote",0.29,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9351&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",151,0.310810810810811,0.567567567567568,0.0540540540540541,0.0675675675675676,26
8428,"(주)엠브레인퍼블릭","GJJ",2021-11-29,2021-12-01,"cordless interview","0","0",1,0,0,"vote",0.29,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9351&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",43,0.492957746478873,0.450704225352113,0.028169014084507,0.028169014084507,29
8429,"여론조사공정(주)","SEO",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",200,0.347874720357942,0.519015659955257,0.0592841163310962,0.0738255033557047,10.6
8429,"여론조사공정(주)","SDG",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",293,0.463297232250301,0.452466907340554,0.0240673886883273,0.0601684717208183,16.9
8429,"여론조사공정(주)","CCG",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",106,0.353558926487748,0.546091015169195,0.0198366394399066,0.0805134189031505,14.3
8429,"여론조사공정(주)","HNG",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",101,0.695757575757576,0.265454545454545,0.0193939393939394,0.0193939393939394,17.5
8429,"여론조사공정(주)","DGG",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",104,0.340506329113924,0.618987341772152,0.010126582278481,0.030379746835443,21
8429,"여론조사공정(주)","BUG",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",152,0.389145496535797,0.596997690531178,0.00577367205542725,0.00808314087759815,13.4
8429,"여론조사공정(주)","GJJ",2021-12-01,2021-12-01,"cordless ARS","0","0",1,0,0,"vote",0.07,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9352&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",45,0.455864570737606,0.513905683192261,0.030229746070133,0,17.3
8430,"(주)한국갤럽조사연구소","SEO",2021-11-30,2021-12-02,"cordless interview","corded interview","0",0.86,0.14,0,"appropriate",0.155,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9353&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",195,0.373493975903614,0.433734939759036,0.0963855421686747,0.0963855421686747,17
8430,"(주)한국갤럽조사연구소","SDG",2021-11-30,2021-12-02,"cordless interview","corded interview","0",0.86,0.14,0,"appropriate",0.155,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9353&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",313,0.4625,0.4,0.0625,0.075,20
8430,"(주)한국갤럽조사연구소","CCG",2021-11-30,2021-12-02,"cordless interview","corded interview","0",0.86,0.14,0,"appropriate",0.155,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9353&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",104,0.392405063291139,0.518987341772152,0.0253164556962025,0.0632911392405063,21
8430,"(주)한국갤럽조사연구소","HNG",2021-11-30,2021-12-02,"cordless interview","corded interview","0",0.86,0.14,0,"appropriate",0.155,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9353&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",98,0.734177215189873,0.151898734177215,0.0886075949367089,0.0253164556962025,21
8430,"(주)한국갤럽조사연구소","DGG",2021-11-30,2021-12-02,"cordless interview","corded interview","0",0.86,0.14,0,"appropriate",0.155,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9353&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",99,0.325581395348837,0.569767441860465,0.0348837209302326,0.0697674418604651,14
8430,"(주)한국갤럽조사연구소","BUG",2021-11-30,2021-12-02,"cordless interview","corded interview","0",0.86,0.14,0,"appropriate",0.155,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9353&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",148,0.358974358974359,0.576923076923077,0.0256410256410256,0.0384615384615385,22
8432,"(주)리얼미터","SEO",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",783,0.37248322147651,0.532438478747204,0.0425055928411633,0.052572706935123,10.6
8432,"(주)리얼미터","SDG",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",900,0.449489216799092,0.472190692395006,0.039727582292849,0.0385925085130533,11.9
8432,"(주)리얼미터","CCG",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",307,0.414221218961625,0.514672686230248,0.0259593679458239,0.0451467268623025,11.4
8432,"(주)리얼미터","GJJ",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",139,0.359521075938986,0.576841069378383,0.026406429391504,0.0372314252911268,12.9
8432,"(주)리얼미터","BUG",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",366,0.374712643678161,0.563218390804598,0.0264367816091954,0.035632183908046,13
8432,"(주)리얼미터","DGG",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",270,0.250832408435072,0.662597114317425,0.0210876803551609,0.0654827968923418,9.89999999999999
8432,"(주)리얼미터","HNG",2021-11-29,2021-12-03,"corded ARS","cordless ARS","cordless interview",0.1,0.82,0.08,"vote",0.069,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9356&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",289,0.723522853957637,0.187290969899666,0.0602006688963211,0.0289855072463768,10.3
8435,"PNR-(주)피플네트웍스","SEO",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",210,0.387622149837134,0.50271444082519,0.0575461454940282,0.0521172638436482,7.90000000000001
8435,"PNR-(주)피플네트웍스","SDG",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",321,0.520184544405998,0.42560553633218,0.0288350634371396,0.0253748558246828,13.3
8435,"PNR-(주)피플네트웍스","CCG",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",99,0.519954389965792,0.438996579247434,0.0307867730900798,0.0102622576966933,12.3
8435,"PNR-(주)피플네트웍스","HNG",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",92,0.668224299065421,0.285046728971963,0.00934579439252336,0.0373831775700935,14.4
8435,"PNR-(주)피플네트웍스","DGG",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",95,0.291810841983852,0.65282583621684,0.0311418685121107,0.0242214532871972,13.3
8435,"PNR-(주)피플네트웍스","BUG",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",144,0.252796420581655,0.615212527964206,0.029082774049217,0.102908277404922,10.6
8435,"PNR-(주)피플네트웍스","GJJ",2021-12-03,2021-12-04,"cordless ARS","corded ARS","0",0.9,0.1,0,"appropriate",0.086,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=28",43,0.339416058394161,0.563260340632603,0.0364963503649635,0.0608272506082725,17.8
8436,"케이에스오아이 주식회사(한국사회여론연구소)","SEO",2021-12-03,2021-12-04,"cordless ARS","0","0",1,0,0,"vote",0.076,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9359&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=27",217,0.408352668213457,0.480278422273782,0.0626450116009281,0.0487238979118329,13.8
8436,"케이에스오아이 주식회사(한국사회여론연구소)","SDG",2021-12-03,2021-12-04,"cordless ARS","0","0",1,0,0,"vote",0.076,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9359&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=27",308,0.440045248868778,0.450226244343891,0.0712669683257919,0.0384615384615385,11.6
8436,"케이에스오아이 주식회사(한국사회여론연구소)","CCG",2021-12-03,2021-12-04,"cordless ARS","0","0",1,0,0,"vote",0.076,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9359&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=27",92,0.392986698911729,0.517533252720677,0.0326481257557437,0.0568319226118501,17.3
8436,"케이에스오아이 주식회사(한국사회여론연구소)","HNG",2021-12-03,2021-12-04,"cordless ARS","0","0",1,0,0,"vote",0.076,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9359&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=27",97,0.667431192660551,0.286697247706422,0.0114678899082569,0.0344036697247706,12.8
8436,"케이에스오아이 주식회사(한국사회여론연구소)","DGG",2021-12-03,2021-12-04,"cordless ARS","0","0",1,0,0,"vote",0.076,"https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=9359&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=27",94,0.323494687131051,0.596221959858323,0.0177095631641086,0.0625737898465171,15.3
